level=15
IDX=279396
IDY=116049
ObjectCount=11
3.0.0.2|8|24|115900000000000045630201|126.9538995498089|37.49525313256149|69.90848|-3042237.802552954|-4043947.192195611|3882386.145291727|-3042220.911927954|-4043933.629695611|3882391.0827993564|0|11|e_06791.xdo|0|
3.0.0.2|8|24|115900000000000007810208|126.9536180557534|37.49586458069637|65.49189|-3042191.8191626705|-4043929.4376986776|3882435.326550202|-3042178.3347876705|-4043916.3751986776|3882451.174648957|0|11|e_06765.xdo|0|
3.0.0.2|8|24|115900000000000007820208|126.95368223068891|37.49580716669849|65.81807|-3042199.6705344864|-4043930.0936861318|3882430.147045941|-3042185.2799094864|-4043916.5311861318|3882447.565068097|0|11|e_06766.xdo|0|
3.0.0.2|8|24|115900000000000007830208|126.9537663927769|37.49571569117302|66.48179|-3042210.4621071876|-4043932.317775136|3882422.6801471813|-3042193.9464821876|-4043915.442775136|3882439.0331440074|0|11|e_06767.xdo|0|
3.0.0.2|8|24|115900000000000007840208|126.95376029447453|37.49557631431006|66.94623|-3042211.0748371817|-4043936.4666723274|3882412.726687819|-3042199.2154621817|-4043920.9041723274|3882418.4798235004|0|11|e_06769.xdo|0|
3.0.0.2|8|24|115900000000000007920208|126.95380323560576|37.49542484935196|68.14041|-3042223.2917984566|-4043943.1383527373|3882398.305924148|-3042210.8542984566|-4043933.3258527373|3882413.105660171|0|11|e_06797.xdo|0|
3.0.0.2|8|24|115900000000000000770204|126.95394853254017|37.49562087504443|67.117386|-3042222.3151386343|-4043924.138238744|3882417.016034709|-3042210.4713886343|-4043907.825738744|3882421.494054423|0|11|e_06770.xdo|0|
3.0.0.2|8|24|115900000000000002250204|126.9547020385504|37.49547109243329|70.318306|-3042284.258311879|-4043894.1602126914|3882404.7803715384|-3042272.477061879|-4043881.1602126914|3882414.139395586|0|11|d_07712.xdo|0|
3.0.0.2|8|24|115900000000000000370207|126.95385967024272|37.49559831520338|67.61249|-3042217.816047873|-4043932.18826689|3882414.023426405|-3042207.909797873|-4043916.50076689|3882425.1533855116|0|11|e_06768.xdo|0|
3.0.0.2|8|24|115900000000000000380207|126.95401590184372|37.49539593116704|68.44525|-3042247.127278015|-4043945.2489225087|3882394.8652924234|-3042222.299153015|-4043915.6239225087|3882415.1445282632|0|11|e_06796.xdo|0|
3.0.0.2|8|24|115900000000000000620206|126.95418840171799|37.495316033835145|70.04375|-3042255.4640044994|-4043930.6875987905|3882389.3551773014|-3042244.9483794994|-4043920.6875987905|3882406.702673334|0|11|e_06794.xdo|0|
