level=15
IDX=279396
IDY=116050
ObjectCount=19
3.0.0.2|8|24|115900000000000001140201|126.9543786810765|37.49694214289462|68.65263|-3042199.374924186|-4043828.2994938144|3882533.868027373|-3042189.843674186|-4043819.3619938144|3882542.324280425|0|11|d_07905.xdo|0|
3.0.0.2|8|24|115900000000000123840201|126.95449432625283|37.496945284707294|68.97279|-3042207.0166346533|-4043820.760344493|3882535.0118131605|-3042196.9385096533|-4043812.510344493|3882540.0361967054|0|11|d_07900.xdo|0|
3.0.0.2|8|24|115900000000000123850201|126.95438259026749|37.49705139144357|68.15597|-3042194.885006154|-4043824.182183411|3882542.9007281037|-3042186.275631154|-4043811.619683411|3882552.9610918732|0|11|d_07902.xdo|0|
3.0.0.2|8|24|115900000000000123860201|126.95397193357333|37.49693381974675|66.35384|-3042171.019925594|-4043850.795228825|3882531.5024558087|-3042159.832425594|-4043838.795228825|3882541.1402197857|0|11|d_07907.xdo|0|
3.0.0.2|8|24|115900000000000123870201|126.95409367608465|37.496934711810816|66.734695|-3042179.21223119|-4043844.4322000616|3882531.7349497126|-3042169.30598119|-4043832.8697000616|3882541.772043829|0|11|d_07908.xdo|0|
3.0.0.2|8|24|115900000000000123880201|126.95409668811205|37.49706564048954|66.479576|-3042173.88314928|-4043837.4687497993|3882543.2717616227|-3042163.83627428|-4043824.5937497993|3882552.652254787|0|11|d_07909.xdo|0|
3.0.0.2|8|24|115900000000000123890201|126.95424979475827|37.496920975711205|67.56821|-3042192.2775324527|-4043836.2216763063|3882530.9364240603|-3042180.4181574527|-4043827.3466763063|3882541.447463794|0|11|d_07910.xdo|0|
3.0.0.2|8|24|115900000000000123900201|126.95425440350056|37.497041768681484|67.311806|-3042187.257206087|-4043831.808722676|3882541.6777341133|-3042175.444706087|-4043817.121222676|3882551.0186688667|0|11|d_07911.xdo|0|
3.0.0.2|8|24|115900000000000123910201|126.95449399850746|37.49704861876524|68.70693|-3042204.5461505987|-4043820.5022274107|3882542.1127343858|-3042195.2336505987|-4043807.3147274107|3882556.66346223|0|11|d_07912.xdo|0|
3.0.0.2|8|24|115900000000000000220208|126.95396919310438|37.49708051380096|66.11568|-3042165.307573155|-4043843.072022821|3882543.5762569103|-3042154.776323155|-4043833.009522821|3882556.9825450573|0|11|d_07913.xdo|0|
3.0.0.2|8|24|115900000000000025640208|126.95393809537109|37.49707937542175|66.10977|-3042160.564836824|-4043843.4285460524|3882543.188251262|-3042155.908586824|-4043836.9910460524|3882558.045520549|0|11|d_07914.xdo|0|
3.0.0.2|8|24|115900000000000025650208|126.95379965350583|37.497080729183985|65.33063|-3042153.8181343772|-4043850.753474372|3882543.3671725187|-3042140.9587593772|-4043841.503474372|3882555.496780673|0|11|d_07915.xdo|0|
3.0.0.2|8|24|115900000000000028540208|126.95426681804219|37.497256325657744|67.486725|-3042182.173094009|-4043821.1448860345|3882558.803536876|-3042169.673094009|-4043809.7073860345|3882578.011453136|0|11|d_10172.xdo|0|
3.0.0.2|8|24|115900000000000028630208|126.95385810786786|37.497276157810255|65.88336|-3042149.526285604|-4043842.2365429956|3882560.4584684563|-3042139.338785604|-4043824.9865429956|3882575.171549816|0|11|d_10224.xdo|0|
3.0.0.2|8|24|115900000000000002990205|126.95422848832243|37.49651072791194|70.762985|-3042226.4297020272|-4043888.488673521|3882494.9960330194|-3042183.7578270272|-4043831.176173521|3882513.949829406|0|11|d_07891.xdo|0|
3.0.0.2|8|24|115900000000000003000205|126.95423784882271|37.49651777065219|71.31317|-3042228.1228536363|-4043887.08439717|3882495.3934883587|-3042184.7009786363|-4043833.33439717|3882517.2069344036|0|11|d_07906.xdo|0|
3.0.0.2|8|24|115900000000000003650205|126.95366566811704|37.49730480207071|64.92823|-3042140.0831061024|-4043853.4383377135|3882562.5514302677|-3042118.0206061024|-4043829.4383377135|3882576.5258260197|0|11|d_10119.xdo|0|
3.0.0.2|8|24|115900000000000003660205|126.95442299866501|37.49728707654859|68.677345|-3042193.375485228|-4043816.7669710657|3882561.3300608094|-3042181.375485228|-4043798.6419710657|3882585.2106531556|0|11|d_10121.xdo|0|
3.0.0.2|8|24|115900000000000002240206|126.95396588626973|37.497430215648386|67.09644|-3042160.7810678463|-4043824.6574623114|3882576.07733763|-3042128.7966928463|-4043811.8449623114|3882584.2779907063|0|11|d_10120.xdo|0|
